Gene,Control_baseline_blood1,Control_baseline_blood2,Control_baseline_blood3,Control_baseline_blood4,Control_baseline_blood5,Control_baseline_blood6,Control_baseline_blood7,Control_baseline_blood8,Control_baseline_blood9,Control_baseline_blood10,Control_final_blood1,Control_final_blood2,Control_final_blood3,Control_final_blood4,Control_final_blood5,Control_final_blood6,Control_final_blood7,Control_final_blood8,Control_final_blood9,Control_final_blood10
Trim38,0,0,0,0,99,0,0,0,0,0,0,0,188,0,396,0,101,238,0,0
Trim39,63875,56936,49908,50616,56012,51068,61909,50178,60339,54082,45400,54839,44529,45133,42553,40504,48802,56283,54134,54185
Trim40,452,123,222,259,99,0,539,235,98,0,987,108,94,121,0,874,302,0,1650,104
Trim41,29001,20782,30012,24920,29985,29490,27287,27263,25117,24776,19598,15576,23204,20515,24740,20398,29583,25107,32348,31185
Trim42,0,0,0,0,0,0,0,0,0,0,141,108,0,0,0,0,302,0,0,0
Trim43a,181,615,333,172,198,120,539,235,98,0,423,108,376,121,990,0,503,238,0,311
Trim43b,723,369,222,0,396,0,108,1058,589,92,1974,1406,470,483,396,728,805,714,0,311
Trim43c,452,492,889,431,594,1798,1510,353,687,924,4794,433,470,1689,1979,2477,1509,1309,330,725
Trim44,118263,121865,114600,122875,104799,115442,119827,115634,105471,108441,98836,117575,118275,98351,121126,113354,104749,123156,94074,88478
Trim45,4788,4304,3890,3449,3167,2997,4206,3408,3336,3328,3102,4218,3100,2293,3760,3351,2616,3808,4951,3626
Trim46,2439,2828,3112,3277,3958,3836,4206,4818,3041,3513,3666,2271,2630,3138,1583,874,2415,5474,3301,3730
Trim47,542,984,667,1811,1188,839,539,1410,491,924,1269,865,564,603,1583,1457,503,1190,990,1450
Trim50,271,246,111,172,495,0,0,0,491,1017,0,108,0,0,396,0,0,357,330,518
Trim52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0
Trim54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim55,813,369,445,259,396,240,216,118,98,185,423,1514,939,724,198,291,402,119,0,207
Trim56,99471,101575,106708,104077,115982,130307,96962,97067,109788,114913,114345,109354,124476,106074,104303,114956,111490,90077,129723,112929
Trim58,8493,14265,14895,10865,15933,29610,13050,15277,12951,12758,35953,24337,28841,28842,38990,35988,22540,25226,22116,23725
Trim59,319103,305462,310342,297315,257099,326786,259068,227037,237530,295094,449907,402480,427069,474136,534776,473667,319679,461925,323811,246993
Trim6,0,123,0,0,0,0,0,118,0,92,0,0,0,121,0,0,0,0,0,0
Trim60,0,0,0,0,0,120,0,0,0,0,141,0,0,241,0,0,0,0,0,0
Trim61,90,0,111,259,198,0,0,0,196,185,0,0,94,362,198,0,101,238,0,0
Trim62,1897,1476,2223,2414,2771,2757,1726,2585,1766,1479,846,1731,1409,1689,1583,1603,1811,2618,1980,3833
Trim63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim65,19605,21274,17451,18539,22068,20499,19845,17980,21879,19784,14804,16116,16346,13516,15240,19669,17508,22013,23766,22171
Trim66,0,369,111,345,396,480,108,470,0,92,141,0,0,603,0,0,0,595,0,414
Trim67,0,0,111,86,0,120,108,0,0,277,0,0,0,0,198,0,101,0,0,0
Trim68,18431,14388,12672,17246,14250,13666,17580,15159,18838,15716,9447,11357,12119,13878,13063,9762,10968,13922,16834,12329
Trim69,994,738,222,259,198,959,539,940,589,277,564,973,564,0,990,1020,704,0,0,0
Trim7,24213,20905,24232,17246,21870,20979,24699,15277,22468,17842,17201,21741,16722,18825,12667,11510,16100,16778,21125,16473
Trim71,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0
Trim72,632,492,1112,431,495,480,431,470,883,185,141,108,94,483,0,583,201,119,0,311
Trim75,0,0,0,0,693,120,216,470,196,370,141,0,188,0,0,0,0,238,660,104
Trim8,50955,56690,58467,49667,69173,54304,53928,55467,51607,48165,79097,51919,48569,57804,45125,58425,61078,58901,97374,111893
Trim9,2168,1845,2112,1897,2672,2757,2157,9754,1374,1202,3948,1622,1315,2776,1188,1603,2113,6069,1320,2901
Triml1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triml2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trio,49781,49804,53243,51133,51954,62696,48643,66748,61713,50846,42580,44239,45563,41754,44928,29723,44274,43789,54794,43307
Triobp,35506,44024,46907,36388,39980,43036,40769,32316,43562,42988,46951,34288,40114,33427,38198,39921,49406,43075,58755,56775
Trip10,2710,2582,4113,3880,3365,2997,5608,3173,4317,3698,2256,2488,2067,3500,2375,3642,4226,3332,6602,4973
Trip11,165243,170931,172622,172629,144482,162674,155419,166987,168753,165297,125483,134773,137534,122728,143887,127778,126483,133151,118830,115726
Trip12,369968,400643,407046,382939,387727,446783,415889,479339,368706,429513,413531,433523,411474,377837,483911,460262,329540,363400,352198,344484
Trip13,2981,3320,4002,3966,2969,4196,2696,2350,2649,2681,5499,3245,4040,3258,1781,4371,2918,2737,4951,2694
Trip4,49419,44270,45795,58635,47996,50708,51015,61695,45426,54729,47655,54839,54300,48512,59574,50266,45280,49143,53143,42478
Trip6,3162,4058,2668,2242,5047,4435,3559,5876,3532,2866,4230,2704,4040,2293,3365,5974,4126,3689,2971,4041
Trit1,31079,25824,28233,30611,29886,32846,32680,23150,30415,25793,30031,29745,21795,30772,21375,26371,24451,25583,29047,22379
Trmt1,36410,42302,37681,38630,37011,33326,36239,38662,37577,39568,36799,37966,42087,38134,37209,29577,32904,41290,45551,41856
Trmt11,51497,66528,50464,60015,48590,61497,53928,65103,49645,63974,101938,75715,67076,97989,91438,89022,54638,69134,40930,42892
Trmt112,32886,27915,31457,31646,29391,25174,29337,31494,37283,27457,30595,32666,32599,31134,26719,31762,33608,34508,40270,36987
Trmt12,43005,43532,47240,45528,39683,46033,42064,38780,43954,49645,31018,38723,43214,40064,30677,34239,41960,33794,34329,35122
Trmt2a,69205,61363,59467,54755,59376,52147,57379,47241,62399,57965,47092,57976,57775,55028,55417,54200,59971,55450,54464,63302
Trmt2b,57189,59027,61690,72518,56605,57661,59644,57347,59358,65361,59358,52784,56836,61665,57594,58571,58361,55688,38620,50248
Trmt5,15720,13896,13116,14400,15042,12347,13913,12692,13049,13775,5499,15792,12213,13154,14448,11073,11572,12613,11883,10050
Trmt6,29814,31604,29900,37337,27709,28651,31170,32786,35222,31155,30454,25094,24895,21239,27907,20689,25357,22965,27727,24969
Trmt61a,11564,10945,11560,10779,14448,10909,12080,11399,11087,11648,10715,10059,10146,10740,7521,9179,9056,11899,12543,11189
Trmt61b,8222,9100,9003,7157,5938,7313,6579,5758,7653,7303,7755,5192,5731,5792,6729,4808,6440,7139,6932,3833
Trmu,15630,13896,12672,14659,13558,13306,13158,12104,17464,14792,12125,12655,15689,14602,12469,14424,13987,12732,15184,12951
Trnau1ap,25478,29390,25788,22592,23751,23016,25454,23620,25313,28474,27071,27257,31847,22204,25334,26517,30388,30343,26077,29631
Trnp1,181,0,0,0,99,0,324,2350,294,277,0,216,282,603,0,437,101,952,330,207
Trnt1,56647,54845,52131,49754,45423,51188,49506,49003,51215,60276,45964,53325,55615,48632,50865,43564,43872,49025,42911,43825
Tro,181,615,778,1638,990,240,1186,14807,883,277,564,324,939,603,594,1020,1610,7258,1650,311
Troap,181,1230,1000,604,396,1918,108,588,98,832,2679,1731,1879,1086,2177,3060,2012,1547,1320,1036
Trove2,279351,415030,309786,250838,313705,305328,240193,370404,246949,205512,768269,316597,349002,430934,433244,428063,287178,309973,291133,429026
Trp53,32705,28898,31012,30870,41464,32007,35700,37369,30807,24684,25802,24986,23862,27393,19792,27100,29885,30938,37629,40302
Trp53bp1,63242,56813,59245,61136,62444,58740,63527,69921,58573,60276,47092,44672,49790,46943,52448,52743,55041,59258,50503,43721
Trp53bp2,17618,17585,16006,20609,16724,19061,18983,15982,16679,16826,12971,12655,11743,13395,12469,9325,12980,18325,22116,16266
Trp53i11,72006,65175,70916,66482,80950,62936,76577,45243,72309,61478,49206,57327,58433,58166,42355,54637,66210,60329,87472,75838
Trp53i13,3975,5534,4557,6295,6927,5155,4961,6111,7064,3143,5640,5841,3476,5430,4948,6994,7144,7377,7592,8496
Trp53inp1,302841,311365,311565,276792,252052,282311,254862,314350,273930,292413,335280,286852,267176,258609,342201,277556,258199,277964,270008,275691
Trp53inp2,9486,14265,9559,9399,12568,9710,13158,11986,9124,12296,9024,10384,11179,5068,10688,9762,9056,12851,12543,13054
Trp53rk,11474,9469,11782,13020,9302,6354,9168,9754,12068,11279,8883,15576,12495,13033,12073,8451,11370,9162,5281,9635
Trp63,0,0,0,0,0,0,0,118,0,370,0,0,376,0,0,0,0,0,0,0
Trp73,0,0,111,0,0,0,0,0,98,0,282,0,0,0,0,0,0,0,0,0
Trpa1,271,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,101,476,0,0
Trpc1,9577,15986,10671,8968,10589,10669,14345,19977,9517,7581,32710,15035,12588,15809,13458,12821,11773,13208,16504,20099
Trpc2,10932,11682,10893,11123,15042,12827,11864,11046,12558,12758,12407,12872,10710,9775,11083,11947,11169,12256,10893,7045
Trpc3,0,0,111,0,0,0,0,0,98,0,0,0,0,0,0,583,101,0,0,0
Trpc4,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,0,119,0,0
Trpc4ap,93599,91860,100150,97524,105987,96142,100952,96596,94875,79967,101092,82205,72337,83266,82730,81009,102837,102809,139625,121528
Trpc5,0,492,111,86,0,120,0,1763,589,277,0,433,94,241,396,291,101,119,0,104
Trpc6,228847,324646,232089,224624,271053,200195,212043,269577,179644,160674,840175,325250,350787,470757,406723,427189,280940,370540,194749,397115
Trpc7,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpd52l3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpm1,2259,2705,1890,2242,1880,959,1402,588,1472,1294,1833,1731,1033,965,990,1457,1509,1904,2641,2072
Trpm2,53214,66159,62913,58290,79564,91347,65468,94599,97131,90414,61191,57435,54675,61907,58584,41233,87844,71514,82191,96248
Trpm3,90,0,0,0,99,0,0,7991,0,0,0,0,94,0,0,0,0,2618,0,0
Trpm4,8493,5780,6002,6898,7620,6833,7550,4583,8536,7581,5922,7031,4134,8327,7917,6848,8553,4760,5941,7149
Trpm5,1536,1722,2001,1811,1484,599,971,1410,1472,1757,564,2812,376,483,792,728,704,1071,330,1036
Trpm6,452,246,778,0,594,360,539,470,98,740,141,324,282,845,0,146,201,119,330,0
Trpm7,264986,247174,270215,265238,228995,289024,238468,268402,238511,250164,251672,275711,259661,249196,276097,254536,216541,243338,218845,200578
Trpm8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trps1,80589,93705,82032,69069,77090,121436,71184,123625,97916,96423,89530,95293,93380,71078,130033,76783,87039,72704,89783,85784
Trpt1,3072,2459,1667,3018,1979,1798,1726,1880,1962,2311,564,2596,2067,1810,3365,2331,2113,2499,2971,3730
Trpv1,0,0,0,0,99,240,0,0,98,0,0,0,282,121,0,0,0,0,0,0
Trpv2,83209,72799,84255,71914,83919,79958,77548,77089,84769,74975,67958,71605,63882,62390,65115,60611,77480,70800,79880,82158
Trpv3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpv4,1175,861,333,172,297,240,0,235,785,185,564,108,845,121,594,291,805,714,0,1140
Trpv5,181,1353,667,1121,1286,1439,1079,1058,883,1664,2820,2596,1785,2655,1979,6265,1610,1309,0,1554
Trpv6,1355,369,1112,1121,1286,1678,2912,823,589,647,0,1406,845,724,1583,291,604,1309,330,1658
Trrap,146090,125308,149502,143484,175358,152844,156821,143837,146776,142555,94888,88803,98547,110057,100147,108108,116119,110781,154809,124636
Trub1,17075,11190,20230,16728,16131,14146,16718,16569,15404,14977,10433,11465,12025,11706,15833,13404,13081,11661,18155,11811
Trub2,29272,26808,30901,28628,29688,25414,25993,28791,38460,33651,25379,30935,28183,29324,22365,20544,32803,27368,33668,30874
Try10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Try4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Try5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0
Tsc1,53395,42917,46129,52341,52152,63655,57595,54644,46505,47611,50616,44239,52984,40788,53636,42253,50010,50690,45221,49523
Tsc2,28007,27423,32457,29576,36319,32487,29229,32081,27079,30785,24392,21741,21983,27273,19990,22438,27168,30105,39280,33257
Tsc22d1,4528337,7487516,5452102,4703230,6481617,4688886,5007175,6297809,4334013,3254905,16447067,5836983,6846068,9537629,7889235,8433189,6009510,7014549,4631722,8987884
Tsc22d2,119076,122234,121047,114511,95596,97580,106237,108113,108905,124712,95452,108597,117054,92317,130824,101406,104245,97930,104966,95938
Tsc22d3,430952,424745,519645,416568,451359,356635,431960,536099,431596,406771,596258,577922,465680,523131,482328,467256,519819,515114,503046,696946
Tsc22d4,84835,82883,91035,76916,121919,105372,86284,86490,99192,81539,107154,81772,82295,88335,74022,96598,106258,96026,164711,150952
Tsen15,9215,7009,8337,9485,7224,6473,10246,8343,6181,10262,6063,7463,10616,7603,9896,7285,6943,9400,6932,8910
Tsen2,4698,4550,4891,6036,4453,3476,4206,4583,3924,3143,5217,4435,3852,2896,3563,3060,4126,2261,5611,3937
Tsen34,9215,11313,9448,9226,9500,11268,8844,9166,8830,8135,7896,8112,9864,9292,8708,5245,12276,7972,11553,11293
Tsen54,12920,12420,12894,11727,12865,11508,10678,10576,9026,13867,10574,10925,12682,8085,10490,10782,13282,12732,12543,14505
Tsfm,10028,8977,9893,8450,12172,6354,10354,9049,9124,9060,11702,7680,11367,10257,10886,7576,8855,7972,8912,9117
Tsg101,41650,43163,44795,44149,42355,46033,39475,41717,35320,39937,53154,54948,50542,54425,55615,53326,50312,54141,47202,43825
Tsga10,23671,28284,27122,22764,23058,25534,24915,26793,22958,23482,34120,36019,26774,32824,33448,37007,23546,21894,16504,26316
Tsga13,271,123,0,0,0,0,0,0,392,0,0,1082,0,0,0,0,201,119,0,0
Tsga14,7499,7993,9893,11296,7521,8871,10031,7638,7555,8598,9306,8978,10052,8809,7917,8742,6339,8686,5941,4248
Tsga8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tshb,452,738,1334,1380,792,719,1079,588,491,1017,282,1298,752,603,198,0,604,476,660,414
Tshr,90,615,0,776,0,599,431,118,687,92,282,0,376,0,0,0,402,714,0,207
Tshz1,27375,24963,29122,28283,29688,28531,27934,21035,24136,24591,20726,23796,26116,22687,19594,21563,29080,24512,33668,27041
Tshz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tshz3,813,738,667,690,495,719,863,353,785,1202,282,2380,188,0,396,583,302,833,990,829
Tsix,271,0,111,345,495,0,431,235,98,92,0,0,282,121,396,0,0,238,330,0
Tsks,0,0,0,0,0,0,108,0,0,0,0,0,94,0,0,146,0,0,0,104
Tsku,0,123,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tslp,181,246,0,0,198,240,324,353,0,92,0,1190,0,0,396,728,0,0,0,207
Tsn,100194,93582,95370,98473,87481,102016,101815,83082,89184,96238,99823,99511,116772,108126,112022,117579,100321,115065,105627,93348
Tsnax,64327,66159,62469,64326,63038,59459,63527,71801,58377,63049,61755,66197,54581,52856,58584,47789,67216,55926,74929,62681
Tsnaxip1,813,861,1223,1811,1089,1319,1186,1410,1079,1109,846,1947,752,603,1979,1457,1308,714,990,932
Tspan1,1265,1353,778,862,990,0,755,1528,196,3421,282,108,376,1207,792,583,1308,833,990,1140
Tspan10,0,0,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,119,0,0
Tspan11,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,207
Tspan12,3524,3812,3335,2414,3859,5275,3775,4348,2257,2589,13535,8112,8643,6999,5146,6119,6440,11185,6602,7252
Tspan13,98206,99238,104485,104853,97773,107650,109042,111638,100369,111677,103207,102973,110196,110177,105095,93976,111792,120776,144246,130645
Tspan14,164611,190238,188739,157970,220385,162434,178608,207412,165515,137747,297353,156189,146271,197788,164470,169593,176593,167421,195739,282840
Tspan15,271,738,111,259,495,599,431,470,392,370,423,108,1127,724,594,583,0,476,1320,207
Tspan17,5330,10453,3668,8450,9104,6953,7550,10576,6868,5362,16919,11465,13998,18825,11875,14570,13685,15588,12543,21550
Tspan18,4788,5903,5224,3880,5641,4555,4314,6581,4611,3883,5922,4435,3852,8809,3958,4808,3622,3927,6272,7045
Tspan2,116185,179662,163841,128049,169618,141096,125867,187787,115674,105021,294393,147644,143264,175584,185054,172216,125779,146122,133353,216015
Tspan3,10209,9100,10671,7933,9401,6473,9599,16452,9026,11001,8319,10384,9676,11344,9896,12676,10364,12732,8582,10257
Tspan31,17256,17954,14783,17677,17516,16183,17580,17980,19819,15716,21995,18496,21513,25101,18802,18649,24451,17254,23106,21757
Tspan32,147987,131211,132273,138655,141415,127909,138702,117631,159236,155682,121113,144183,141855,129003,115782,138268,143992,139339,146557,131163
Tspan33,135068,174128,169176,162540,203859,283510,185942,227272,166791,186837,468659,323844,384606,458931,468671,568954,316057,371254,250863,237876
Tspan4,3524,3566,1778,2932,2672,2398,3236,2703,2158,3975,2397,1731,3194,2293,2375,2331,2415,1428,4951,3005
Tspan5,21322,19430,23676,24058,22761,22177,20924,26911,25215,24776,22418,24553,21795,20636,19396,18358,27973,30700,28057,26316
Tspan6,1446,2705,2223,1983,792,839,647,3055,1570,2219,2538,1406,1409,3500,990,874,2113,833,1650,1347
Tspan7,90,0,111,0,396,0,0,27851,392,370,141,0,0,0,198,583,0,12018,330,207
Tspan8,65411,89401,75918,88470,85700,123234,85745,101767,81335,81631,236727,181608,197658,196461,216919,266046,108673,138149,67007,87960
Tspan9,76523,96164,95259,74242,126768,97940,77548,107055,73290,50107,205003,71064,71022,119711,86688,94413,75065,97692,121801,198195
Tspo,162804,234630,191296,136327,191192,170226,145065,212230,206919,167238,390549,210921,220017,272245,312118,288775,227106,222157,220495,323453
Tspo2,17889,32834,23565,24747,29688,51308,25670,35019,24822,31802,56820,59923,61533,64079,86886,107671,40350,53427,41590,33775
Tspy-ps,0,246,111,0,0,0,216,353,0,0,0,0,0,0,0,0,0,0,0,0
Tspyl1,219090,237090,273216,241698,288767,362150,296925,355010,248518,280857,509406,427249,432518,522165,588214,600862,349363,428726,336684,299624
Tspyl2,14094,10207,14228,15780,12172,14385,13590,15629,17072,16548,14381,13953,12025,11706,10490,10345,14993,15588,21785,13158
Tspyl3,33699,27792,29345,33025,31667,29370,29768,22328,30611,31895,25238,23688,26774,20636,21573,24332,30288,26773,33999,31703
Tspyl4,24484,24717,22008,25437,22959,20020,25454,43715,25509,26440,21290,23255,20762,21360,21771,20398,22540,33913,20795,18338
Tspyl5,90,0,0,172,0,240,0,3408,0,92,0,649,0,0,198,0,101,714,0,0
Tsr1,25478,23611,25454,25351,25532,26493,31494,21975,23841,23574,21995,24986,17661,25825,18802,18504,22137,26535,24096,23933
Tsr2,20418,17585,15006,15262,15042,13786,17365,17862,16777,17473,12689,13521,13340,10016,13458,15444,16603,17254,14524,14919
Tssc1,66947,97148,83588,63723,93419,71327,68596,100592,78294,65546,186251,88587,102211,125382,131418,146719,77178,104713,78890,108059
Tssc4,15269,13773,15562,9571,13261,9350,10138,12104,18641,14422,13958,13845,9394,14722,7719,13987,13886,15469,16174,16577
Tssk1,0,246,333,172,396,360,431,705,294,185,0,0,94,121,198,0,0,238,0,518
Tssk2,1265,1107,2223,1121,1385,599,539,940,491,832,1692,108,939,362,792,583,704,833,330,518
Tssk3,361,123,333,1121,990,719,1294,1175,392,1109,1551,216,752,845,1188,2331,1308,595,1320,725
Tssk4,2891,3197,4335,3018,2474,4076,3883,2468,4023,3143,2679,1622,1879,3379,2177,2768,2214,2023,2641,2590
Tssk5,813,123,1112,1207,693,0,431,470,785,370,423,433,94,1448,594,146,1409,833,1650,725
Tssk6,3885,6272,4668,3104,3068,4795,3775,3055,5102,5454,3807,3245,5543,4948,3167,6702,5736,4641,7922,4144
Tst,1084,2705,2334,2414,1979,1798,1079,2468,1962,1479,3525,1839,2161,2051,1781,2914,2817,2261,2641,3315
Tsta3,22135,21643,24787,19832,21672,19420,20277,21153,25804,27180,15791,19361,23204,19429,20781,21418,26464,23679,21455,28180
Tstd1,2710,4304,3557,3277,3167,3836,4314,4348,2845,3143,3384,2596,2912,2414,4750,2331,3321,2261,4291,3937
Tstd2,24122,20782,23565,25351,24047,24455,26101,20682,22370,20061,19175,11898,16816,18222,20781,19815,19219,18206,19145,23415
Tsx,90,0,0,0,0,0,0,0,98,185,282,0,0,362,0,0,201,357,0,104
Ttbk1,2891,2951,3112,4915,3464,3596,4961,3995,5298,4160,1551,3029,3006,2776,3958,6265,5836,5712,5941,4662
Ttbk2,67489,62716,66248,64499,66501,70368,74959,66983,57199,65453,76982,73444,67358,72768,71844,81300,63594,82937,56774,61541
Ttc1,39481,33202,31012,30956,30876,32487,37210,33609,29237,33281,37222,43698,38047,39702,33052,32637,35520,36173,32678,27973
Ttc12,994,861,1223,1380,693,839,539,1998,687,1479,705,2271,1315,1569,1781,874,1409,1190,1980,2487
Ttc13,69928,64683,71139,77002,65710,63175,71077,62400,69562,68966,54846,66088,65855,62269,59771,56968,65002,70443,67337,64960
Ttc14,314767,313456,303450,307662,236120,295618,285816,294490,286880,307759,224601,284797,291226,238094,281242,254536,220868,247145,216864,192497
Ttc15,50142,41565,45795,45528,49579,50109,46917,40660,51509,49090,32005,36019,32786,38496,41167,41087,48299,43670,43901,38023
Ttc16,6415,9223,6892,4656,7323,5994,4098,9519,5494,3698,18893,6598,6482,8689,10688,6994,7547,6545,11223,13054
Ttc17,76433,75751,83254,83728,85898,79239,83803,80967,85652,77009,75149,64466,65197,70837,76199,66293,65204,62114,79550,67654
Ttc18,0,492,667,604,396,120,216,823,491,462,1551,0,282,1086,792,728,201,595,0,414
Ttc19,45444,38736,38570,40613,39188,38960,39799,37252,40717,42803,37786,37100,40866,33186,32657,41378,33608,40814,27397,29113
Ttc21a,903,369,1000,690,792,599,431,1293,294,0,1269,433,845,1207,594,583,201,833,330,1968
Ttc21b,9486,7993,8892,9830,9302,7432,10786,15042,9321,8690,6345,5949,7985,6154,8313,8451,8553,7377,6602,7978
Ttc22,0,0,0,0,0,0,0,0,0,185,282,0,0,0,0,0,101,0,0,0
Ttc23,3524,5780,3223,6036,4849,4435,3775,4466,4709,4622,8178,5192,4509,7603,3760,5974,5937,5831,6932,5180
Ttc23l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttc24,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
Ttc25,813,246,445,0,396,0,324,0,589,740,141,757,94,0,594,0,503,357,330,622
Ttc26,994,246,222,345,198,0,539,940,294,277,1410,216,188,724,0,437,1107,1428,0,0
